,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
1986,Weve now gained private sector jobs 12 months in a row.,"economy,job-accomplishments,jobs",0,0,0,1,0,0
1987,George Bush sent people to war without body armor.,iraq,0,0,0,1,0,0
1988,"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state, unregulated private companies.",housing,0,0,0,1,0,0
1989,Ch Guevara wrote extensively about the superiority of white Europeans over people of African descent.,"diversity,history",1,0,0,0,0,0
1990,"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.","families,income,labor,workers",0,0,0,1,0,0
1991,Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.,"labor,state-budget",0,0,0,0,1,0
1992,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,"congress,foreign-policy",0,1,0,0,0,0
1993,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",health-care,0,0,0,0,1,0
1994,Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,legal-issues,0,0,1,0,0,0
1995,We actually have not required in this law that you carry health insurance.,health-care,1,0,0,0,0,0
1996,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,health-care,0,0,0,0,1,0
1997,SaysTom Cotton voted against preparing America for pandemics like Ebola.,"ebola,message-machine-2014,public-health,voting-record",1,0,0,0,0,0
1998,"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.","economy,jobs,message-machine-2012",1,0,0,0,0,0
1999,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",health-care,0,0,0,0,1,0
2000,"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",immigration,0,0,0,1,0,0
2001,Says former state Sen. Kelli Ward wanted to ban our intelligence agencies from operating in Arizona.,homeland-security,1,0,0,0,0,0
2002,"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.","children,education,federal-budget,poverty",0,0,1,0,0,0
2003,Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.,"deficit,federal-budget",1,0,0,0,0,0
2004,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.","legal-issues,religion",0,1,0,0,0,0
2005,"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.","federal-budget,workers",0,0,0,0,1,0
2006,"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.","children,diversity,education",0,0,0,1,0,0
2007,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.","military,pundits",0,1,0,0,0,0
2008,"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.","drugs,federal-budget,health-care,sexuality",0,0,0,1,0,0
2009,On the Cuba embargo.,"congress,florida,foreign-policy,trade",0,1,0,0,0,0
2010,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,"debt,education,federal-budget,taxes",0,1,0,0,0,0
2011,Obamas position on nuclear arms is a march toward global zero.,"foreign-policy,nuclear",0,0,0,1,0,0
2012,"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.",immigration,0,0,0,1,0,0
2013,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,"labor,workers",0,1,0,0,0,0
2014,The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,criminal-justice,1,0,0,0,0,0
2015,Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.,elections,0,0,0,0,1,0
2016,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.","labor,state-budget",0,1,0,0,0,0
2017,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,"bipartisanship,candidates-biography",0,0,0,0,0,1
2018,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,"stimulus,voting-record",0,0,1,0,0,0
2019,President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.,"deficit,federal-budget",0,0,0,1,0,0
2020,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,"deficit,federal-budget",0,0,0,0,0,1
2021,"As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.","elections,immigration,message-machine-2012",0,0,0,0,1,0
2022,The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.,"federal-budget,military",1,0,0,0,0,0
2023,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",education,0,1,0,0,0,0
2024,"Based on the August 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job.",jobs,0,0,0,1,0,0
2025,On repealing the 17th Amendment,"debates,elections,states",0,1,0,0,0,0
2026,More than 90 percent of the gains have gone to the top 1 percent.,"economy,poverty",0,0,1,0,0,0
2027,An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.,elections,0,0,0,0,1,0
2028,"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.",immigration,0,0,0,1,0,0
2029,"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.","crime,criminal-justice,homeland-security,immigration",0,0,1,0,0,0
2030,Shirley Sherrod was forced to resign before anybody on Fox said a word about this.,"agriculture,diversity,pundits,abc-news-week",0,0,0,1,0,0
2031,That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,"economy,pundits,stimulus",0,0,1,0,0,0
2032,"Were $15 trillion now in debt, with a president thats racked up as much debt as almost all of the other presidents combined.","deficit,federal-budget,history",1,0,0,0,0,0
2033,Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.,"bush-administration,economy",0,0,0,0,0,1
2034,"In the New York 9th District, there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats -- and its nothing more than that.",elections,1,0,0,0,0,0
2035,A government shutdown could disrupt ... veterans benefits.,"federal-budget,government-efficiency,military,veterans",0,0,0,0,0,1
2036,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",health-care,0,0,0,0,0,1
2037,"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",education,0,0,1,0,0,0
2038,"Last year it was discovered that Rhode Islands public employees ranked 4th in average pay, while the private sector ranked 23rd.","economy,labor,workers",0,0,1,0,0,0
2039,Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.,"homeland-security,immigration",1,0,0,0,0,0
2040,Says state workers have not had across-the-board raises in six years.,state-budget,0,0,0,0,0,1
2041,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",candidates-biography,0,0,0,0,0,1
2042,"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.","deficit,taxes",0,0,0,0,0,1
2043,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",health-care,0,0,0,0,0,1
2044,"Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaid,to take away health insurance for low-income and middle-income working Americans.",health-care,1,0,0,0,0,0
2045,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.","abortion,women",0,0,0,0,1,0
2046,A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,"health-care,marijuana",0,0,1,0,0,0
2047,Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.,"corrections-and-updates,federal-budget,immigration",1,0,0,0,0,0
2048,Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,health-care,0,0,0,0,0,1
2049,"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.","income,taxes,transportation",0,0,0,0,0,1
2050,In Chile they have 72 percent of the GDP in savings.,social-security,0,0,1,0,0,0
2051,"There are 850,000 Ohio jobs tied to the auto industry.","economy,elections,jobs",0,0,0,0,0,1
2052,The Mexican government forces many bad people into our country.,"foreign-policy,immigration",0,0,0,0,1,0
2053,A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.,"crime,legal-issues",0,0,1,0,0,0
2054,"Since 1999, all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade.","education,state-budget",0,0,0,1,0,0
2055,Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.,"ethics,federal-budget,voting-record,workers",0,0,0,1,0,0
